element,name,position,GW,total_points,value,minutes,expected_goals,expected_assists,expected_goals_conceded,goals_scored,assists,goals_conceded,ict_index,fixture,was_home,fixture_difficulty
38,Jhon Durán,FWD,3,7,60,29,0.23,0.0,0.28,1,0,1,7.6,26,False,2
402,Jacob Murphy,MID,3,4,54,29,0.09,0.67,0.27,0,1,0,6.0,28,True,4
410,Sean Longstaff,MID,3,1,50,67,0.0,0.0,0.99,0,0,1,1.7,28,True,4
33,Leander Dendoncker,MID,3,0,45,0,0.0,0.0,0.0,0,0,0,0.0,26,False,2
159,Trevoh Chalobah,DEF,3,0,44,0,0.0,0.0,0.0,0,0,0,0.0,23,True,2
467,Ryan Manning,DEF,3,0,44,0,0.0,0.0,0.0,0,0,0,0.0,22,False,3
231,Vitalii Mykolenko,DEF,3,1,44,90,0.0,0.04,2.22,0,0,3,4.0,24,True,2
63,Ryan Christie,MID,3,2,49,65,0.0,0.02,1.71,0,0,2,2.1,24,False,2
545,Fábio Silva,FWD,3,0,50,0,0.0,0.0,0.0,0,0,0,0.0,29,False,2
152,Kepa Arrizabalaga,GK,3,3,45,90,0.0,0.0,1.97,0,0,2,4.4,24,False,2
102,Frank Onyeka,MID,3,0,49,0,0.0,0.0,0.0,0,0,0,0.0,22,True,2
237,Youssef Ramalho Chermiti,FWD,3,0,50,0,0.0,0.0,0.0,0,0,0,0.0,24,True,2
433,Morgan Gibbs-White,MID,3,1,65,90,0.13,0.7,0.74,0,0,1,10.6,29,True,2
177,Noni Madueke,MID,3,2,65,85,0.59,0.04,0.25,0,0,1,5.0,23,True,2
559,Nélson Cabral Semedo,DEF,3,2,45,74,0.0,0.04,0.69,0,0,1,1.5,29,False,2
544,Tommy Doyle,MID,3,1,49,30,0.04,0.02,0.68,0,0,0,1.7,29,False,2
374,Tom Heaton,GK,3,0,40,0,0.0,0.0,0.0,0,0,0,0.0,27,True,5
481,Lucas Bergvall,MID,3,1,45,8,0.0,0.01,0.0,0,0,0,0.4,28,False,4
188,Lesley Ugochukwu,MID,3,0,45,0,0.0,0.0,0.0,0,0,0,0.0,22,False,3
123,Evan Ferguson,FWD,3,0,55,0,0.0,0.0,0.0,0,0,0,0.0,21,False,5
370,Christian Eriksen,MID,3,1,54,4,0.0,0.01,0.42,0,0,0,0.4,27,True,5
523,Danny Ings,FWD,3,0,50,0,0.0,0.0,0.0,0,0,0,0.0,30,True,5
535,Jean-Ricner Bellegarde,MID,3,6,50,74,0.07,0.0,0.69,1,0,1,4.3,29,False,2
253,Tim Ream,DEF,3,0,45,0,0.0,0.0,0.0,0,0,0,0.0,25,False,2
153,Benoît Badiashile,DEF,3,0,45,0,0.0,0.0,0.0,0,0,0,0.0,23,True,2
486,Radu Drăgușin,DEF,3,1,44,90,0.02,0.01,1.57,0,0,2,2.4,28,False,4
472,Jack Stephens,DEF,3,1,40,90,0.23,0.02,2.78,0,0,3,1.1,22,False,3
354,Mateo Kovačić,MID,3,2,55,90,0.0,0.09,0.73,0,0,1,2.6,30,False,2
431,Nicolás Domínguez,MID,3,0,49,0,0.0,0.0,0.0,0,0,0,0.0,29,True,2
318,Ben Doak,MID,3,0,45,0,0.0,0.0,0.0,0,0,0,0.0,27,False,3
348,Phil Foden,MID,3,0,94,0,0.0,0.0,0.0,0,0,0,0.0,30,False,2
382,Mason Mount,MID,3,0,64,0,0.0,0.0,0.0,0,0,0,0.0,27,True,5
9,Gabriel Martinelli Silva,MID,3,1,70,16,0.0,0.0,0.65,0,0,0,0.0,21,True,2
600,Yasin Ayari,MID,3,2,50,73,0.42,0.06,1.87,0,0,1,5.5,21,False,5
633,Mikel Merino,MID,3,0,60,0,0.0,0.0,0.0,0,0,0,0.0,21,True,2
117,Facundo Buonanotte,MID,3,6,50,22,0.17,0.0,0.09,1,0,0,5.8,26,True,3
325,Caoimhin Kelleher,GK,3,0,44,0,0.0,0.0,0.0,0,0,0,0.0,27,False,3
139,Odeluga Offiah,DEF,3,0,40,0,0.0,0.0,0.0,0,0,0,0.0,21,False,5
56,Lino da Cruz Sousa,DEF,3,0,40,0,0.0,0.0,0.0,0,0,0,0.0,26,False,2
118,Amario Cozier-Duberry,MID,3,0,45,0,0.0,0.0,0.0,0,0,0,0.0,21,False,5
487,Emerson Leite de Souza Junior,DEF,3,0,45,0,0.0,0.0,0.0,0,0,0,0.0,28,False,4
4,Kai Havertz,FWD,3,8,81,90,0.77,0.05,1.83,1,0,1,10.2,21,True,2
344,Scott Carson,GK,3,0,40,0,0.0,0.0,0.0,0,0,0,0.0,30,False,2
87,Ethan Brierley,MID,3,0,45,0,0.0,0.0,0.0,0,0,0,0.0,22,True,2
150,Andrey Nascimento dos Santos,MID,3,0,45,0,0.0,0.0,0.0,0,0,0,0.0,23,True,2
92,Rico Henry,DEF,3,0,44,0,0.0,0.0,0.0,0,0,0,0.0,22,True,2
465,Mateusz Lis,GK,3,0,40,0,0.0,0.0,0.0,0,0,0,0.0,22,False,3
110,Yoane Wissa,FWD,3,8,61,90,1.09,0.25,1.57,1,0,1,14.7,22,True,2
294,Daniel Iversen,GK,3,0,40,0,0.0,0.0,0.0,0,0,0,0.0,26,True,3
293,Mads Hermansen,GK,3,2,45,90,0.0,0.0,1.55,0,0,2,2.8,26,True,3
202,Rob Holding,DEF,3,0,44,0,0.0,0.0,0.0,0,0,0,0.0,23,False,4
585,Ismaïla Sarr,MID,3,1,59,21,0.0,0.45,0.41,0,0,0,4.3,23,False,4
514,Jarrod Bowen,MID,3,5,75,85,0.08,0.22,2.78,0,1,3,6.3,30,True,5
138,Mark O’Mahony,FWD,3,0,45,0,0.0,0.0,0.0,0,0,0,0.0,21,False,5
579,Ryan Sessegnon,DEF,3,0,44,0,0.0,0.0,0.0,0,0,0,0.0,25,False,2
90,Josh Dasilva,MID,3,0,49,0,0.0,0.0,0.0,0,0,0,0.0,22,True,2
386,Jadon Sancho,MID,3,0,63,0,0.0,0.0,0.0,0,0,0,0.0,27,True,5
204,Sam Johnstone,GK,3,3,44,90,0.0,0.0,1.04,0,0,1,3.1,29,False,2
371,Jonny Evans,DEF,3,0,44,0,0.0,0.0,0.0,0,0,0,0.0,27,True,5
328,Mohamed Salah,MID,3,17,126,90,0.5,0.63,1.36,1,2,0,16.1,27,False,3
636,Federico Chiesa,MID,3,0,70,0,0.0,0.0,0.0,0,0,0,0.0,27,False,3
244,Timothy Castagne,DEF,3,0,44,0,0.0,0.0,0.0,0,0,0,0.0,25,False,2
131,Tariq Lamptey,DEF,3,0,45,0,0.0,0.0,0.0,0,0,0,0.0,21,False,5
422,Ola Aina,DEF,3,2,44,90,0.01,0.11,0.74,0,0,1,3.0,29,True,2
424,Taiwo Awoniyi,FWD,3,1,59,1,0.0,0.0,0.01,0,0,0,0.0,29,True,2
23,Leandro Trossard,MID,3,1,69,58,0.03,0.08,0.93,0,0,1,4.6,21,True,2
270,Jacob Greaves,DEF,3,2,40,90,0.02,0.0,0.95,0,0,1,3.9,25,True,2
626,Issa Kaboré,DEF,3,0,45,0,0.0,0.0,0.0,0,0,0,0.0,30,False,2
510,Alfie Whiteman,GK,3,0,40,0,0.0,0.0,0.0,0,0,0,0.0,28,False,4
221,Séamus Coleman,DEF,3,1,44,90,0.62,0.01,2.22,0,0,3,3.9,24,True,2
415,Fabian Schär,DEF,3,0,54,0,0.0,0.0,0.0,0,0,0,0.0,28,True,4
180,Nicolas Jackson,FWD,3,6,76,90,1.34,0.0,0.44,1,0,1,11.5,23,True,2
419,Joe White,MID,3,0,45,0,0.0,0.0,0.0,0,0,0,0.0,28,True,4
306,Jamie Vardy,FWD,3,1,56,90,0.0,0.02,1.55,0,0,2,1.6,26,True,3
391,Miguel Almirón Rejala,MID,3,1,58,1,0.0,0.0,0.0,0,0,0,0.0,28,True,4
223,James Garner,MID,3,0,50,0,0.0,0.0,0.0,0,0,0,0.0,24,True,2
83,Marcus Tavernier,MID,3,2,55,90,0.66,0.22,1.97,0,0,2,13.3,24,False,2
37,Lewis Dobbin,MID,3,0,50,0,0.0,0.0,0.0,0,0,0,0.0,26,False,2
55,Viljami Sinisalo,GK,3,0,40,0,0.0,0.0,0.0,0,0,0,0.0,26,False,2
173,Omari Kellyman,MID,3,0,45,0,0.0,0.0,0.0,0,0,0,0.0,23,True,2
562,Daniel Castelo Podence,MID,3,0,55,0,0.0,0.0,0.0,0,0,0,0.0,29,False,2
605,Martial Godo,MID,3,0,45,0,0.0,0.0,0.0,0,0,0,0.0,25,False,2
254,Harrison Reed,MID,3,1,50,3,0.0,0.0,0.09,0,0,0,0.0,25,False,2
588,Guido Rodríguez,MID,3,1,50,90,0.01,0.0,3.0,0,0,3,1.2,30,True,5
606,Will Alves,MID,3,0,45,0,0.0,0.0,0.0,0,0,0,0.0,26,True,3
115,Carlos Baleba,MID,3,2,50,90,0.18,0.03,2.08,0,0,1,2.8,21,False,5
68,James Hill,DEF,3,0,40,0,0.0,0.0,0.0,0,0,0,0.0,24,False,2
164,David Datro Fofana,FWD,3,0,54,0,0.0,0.0,0.0,0,0,0,0.0,23,True,2
397,Ryan Fraser,MID,3,0,49,0,0.0,0.0,0.0,0,0,0,0.0,22,False,3
151,Ângelo Gabriel Borges Damaceno,MID,3,0,45,0,0.0,0.0,0.0,0,0,0,0.0,23,True,2
234,Nathan Patterson,DEF,3,0,44,0,0.0,0.0,0.0,0,0,0,0.0,24,True,2
51,Robin Olsen,GK,3,0,45,0,0.0,0.0,0.0,0,0,0,0.0,26,False,2
95,Mathias Jensen,MID,3,6,55,90,0.08,0.3,1.57,0,1,1,6.2,22,True,2
146,Bart Verbruggen,GK,3,4,45,90,0.0,0.0,2.08,0,0,1,5.2,21,False,5
74,Dango Ouattara,MID,3,4,50,24,0.0,0.78,0.26,0,1,0,7.1,24,False,2
430,Emmanuel Dennis,FWD,3,0,50,0,0.0,0.0,0.0,0,0,0,0.0,29,True,2
111,Yehor Yarmoliuk,MID,3,0,45,0,0.0,0.0,0.0,0,0,0,0.0,22,True,2
352,Julián Álvarez,FWD,3,0,70,0,0.0,0.0,0.0,0,0,0,0.0,30,False,2
608,Tyler Dibling,MID,3,1,45,34,0.05,0.17,1.57,0,0,2,5.7,22,False,3
470,Paul Onuachu,FWD,3,0,50,0,0.0,0.0,0.0,0,0,0,0.0,22,False,3
315,Bobby Clark,MID,3,0,45,0,0.0,0.0,0.0,0,0,0,0.0,27,False,3
21,Kieran Tierney,DEF,3,0,44,0,0.0,0.0,0.0,0,0,0,0.0,21,True,2
316,Darwin Núñez Ribeiro,FWD,3,1,73,14,0.15,0.0,0.53,0,0,0,0.5,27,False,3
426,Josh Bowler,MID,3,0,45,0,0.0,0.0,0.0,0,0,0,0.0,29,True,2
474,Sugawara Yukinari,DEF,3,7,45,90,0.18,0.33,2.78,1,0,3,11.7,22,False,3
388,Aaron Wan-Bissaka,DEF,3,1,45,90,0.0,0.05,3.0,0,0,3,5.1,30,True,5
290,Bobby De Cordova-Reid,MID,3,1,55,1,0.0,0.0,0.01,0,0,0,0.0,26,True,3
262,Nathan Broadhead,MID,3,0,50,0,0.0,0.0,0.0,0,0,0,0.0,25,True,2
356,Matheus Luiz Nunes,MID,3,4,49,18,0.0,0.17,0.22,0,1,0,4.4,30,False,2
582,Jake O'Brien,DEF,3,0,49,0,0.0,0.0,0.0,0,0,0,0.0,24,True,2
140,Cameron Peupion,MID,3,0,45,0,0.0,0.0,0.0,0,0,0,0.0,21,False,5
50,Kosta Nedeljković,DEF,3,1,40,11,0.0,0.01,0.05,0,0,0,0.3,26,False,2
256,Jay Stansfield,FWD,3,0,50,0,0.0,0.0,0.0,0,0,0,0.0,25,False,2
573,Nikola Milenković,DEF,3,2,45,90,0.0,0.01,0.74,0,0,1,2.1,29,True,2
338,Sepp van den Berg,DEF,3,1,40,15,0.0,0.01,0.53,0,0,1,0.1,22,True,2
250,Kevin Mbabu,DEF,3,0,40,0,0.0,0.0,0.0,0,0,0,0.0,25,False,2
176,Malang Sarr,DEF,3,0,45,0,0.0,0.0,0.0,0,0,0,0.0,23,True,2
219,Jarrad Branthwaite,DEF,3,0,49,0,0.0,0.0,0.0,0,0,0,0.0,24,True,2
628,Ferdi Kadioglu,DEF,3,0,45,0,0.0,0.0,0.0,0,0,0,0.0,21,False,5
149,Mats Wieffer,MID,3,0,50,0,0.0,0.0,0.0,0,0,0,0.0,21,False,5
363,Kyle Walker,DEF,3,1,54,2,0.0,0.0,0.09,0,0,0,0.1,30,False,2
458,Shea Charles,MID,3,0,45,0,0.0,0.0,0.0,0,0,0,0.0,22,False,3
459,Samuel Edozie,MID,3,0,49,0,0.0,0.0,0.0,0,0,0,0.0,22,False,3
185,Robert Sánchez,GK,3,2,45,90,0.0,0.0,0.44,0,0,1,1.6,23,True,2
496,Sergio Reguilón,DEF,3,0,44,0,0.0,0.0,0.0,0,0,0,0.0,28,False,4
624,Asmir Begovic,GK,3,0,40,0,0.0,0.0,0.0,0,0,0,0.0,24,True,2
583,Conor Townsend,DEF,3,0,40,0,0.0,0.0,0.0,0,0,0,0.0,25,True,2
302,Ricardo Barbosa Pereira,DEF,3,0,44,0,0.0,0.0,0.0,0,0,0,0.0,26,True,3
277,Massimo Luongo,MID,3,0,45,0,0.0,0.0,0.0,0,0,0,0.0,25,True,2
319,Harvey Elliott,MID,3,0,53,0,0.0,0.0,0.0,0,0,0,0.0,27,False,3
406,Garang Kuol,MID,3,0,45,0,0.0,0.0,0.0,0,0,0,0.0,28,True,4
361,Rúben Gato Alves Dias,DEF,3,0,55,90,0.28,0.02,0.73,0,0,1,4.3,30,False,2
175,Romelu Lukaku Bolingoli,FWD,3,0,63,0,0.0,0.0,0.0,0,0,0,0.0,23,True,2
160,Ben Chilwell,DEF,3,0,49,0,0.0,0.0,0.0,0,0,0,0.0,23,True,2
272,George Hirst,FWD,3,0,54,0,0.0,0.0,0.0,0,0,0,0.0,25,True,2
69,Daniel Jebbison,FWD,3,0,45,0,0.0,0.0,0.0,0,0,0,0.0,24,False,2
210,Tyrick Mitchell,DEF,3,2,50,90,0.08,0.0,2.27,0,0,1,2.0,23,False,4
103,Myles Peart-Harris,MID,3,0,45,0,0.0,0.0,0.0,0,0,0,0.0,22,True,2
119,Mahmoud Dahoud,MID,3,0,49,0,0.0,0.0,0.0,0,0,0,0.0,21,False,5
441,Jonathan Panzo,DEF,3,0,40,0,0.0,0.0,0.0,0,0,0,0.0,29,True,2
607,Nico O'Reilly,MID,3,0,50,0,0.0,0.0,0.0,0,0,0,0.0,30,False,2
14,Aaron Ramsdale,GK,3,2,44,90,0.0,0.0,2.78,0,0,3,2.8,22,False,3
34,Moussa Diaby,MID,3,0,65,0,0.0,0.0,0.0,0,0,0,0.0,26,False,2
506,Micky van de Ven,DEF,3,0,45,0,0.0,0.0,0.0,0,0,0,0.0,28,False,4
107,Igor Thiago Nascimento Rodrigues,FWD,3,0,59,0,0.0,0.0,0.0,0,0,0,0.0,22,True,2
647,Kaden Rodney,MID,3,0,45,0,0.0,0.0,0.0,0,0,0,0.0,23,False,4
434,Callum Hudson-Odoi,MID,3,2,55,79,0.15,0.05,0.71,0,0,1,2.0,29,True,2
456,Armel Bella-Kotchap,DEF,3,0,40,0,0.0,0.0,0.0,0,0,0,0.0,22,False,3
563,Rodrigo Martins Gomes,MID,3,0,55,0,0.0,0.0,0.0,0,0,0,0.0,29,False,2
598,Lamare Bogarde,DEF,3,1,40,78,0.0,0.0,0.4,0,0,1,1.2,26,False,2
594,Noussair Mazraoui,DEF,3,1,45,90,0.08,0.02,1.73,0,0,3,6.3,27,True,5
27,Cameron Archer,FWD,3,1,50,45,0.0,0.0,1.81,0,0,2,0.5,22,False,3
44,Ezri Konsa Ngoyo,DEF,3,2,45,90,0.0,0.0,0.45,0,0,1,1.9,26,False,2
495,Pedro Porro,DEF,3,1,55,90,0.21,0.17,1.57,0,0,2,5.5,28,False,4
485,Alfie Devine,MID,3,0,45,0,0.0,0.0,0.0,0,0,0,0.0,28,False,4
261,Elkan Baggott,DEF,3,0,40,0,0.0,0.0,0.0,0,0,0,0.0,25,True,2
351,Erling Haaland,FWD,3,17,151,90,1.71,0.11,0.73,3,0,1,18.4,30,False,2
267,Leif Davis,DEF,3,7,45,90,0.05,0.21,0.95,0,1,1,7.9,25,True,2
339,Virgil van Dijk,DEF,3,5,60,90,0.0,0.03,1.36,0,0,0,4.1,27,False,3
635,Bilal El Khannouss,MID,3,1,50,22,0.03,0.01,0.09,0,0,0,0.5,26,True,3
528,Konstantinos Mavropanos,DEF,3,1,45,90,0.0,0.01,3.0,0,0,3,1.7,30,True,5
445,Matt Turner,GK,3,0,40,0,0.0,0.0,0.0,0,0,0,0.0,23,False,4
464,Juan Larios López,DEF,3,0,40,0,0.0,0.0,0.0,0,0,0,0.0,22,False,3
444,Harry Toffolo,DEF,3,0,45,0,0.0,0.0,0.0,0,0,0,0.0,29,True,2
613,Toby Collyer,MID,3,1,45,45,0.0,0.01,1.03,0,0,1,2.9,27,True,5
646,Asher Agbinone,MID,3,0,45,0,0.0,0.0,0.0,0,0,0,0.0,23,False,4
575,Caleb Wiley,DEF,3,0,40,0,0.0,0.0,0.0,0,0,0,0.0,23,True,2
104,Ethan Pinnock,DEF,3,1,45,90,0.0,0.01,1.57,0,0,1,2.0,22,True,2
18,William Saliba,DEF,3,2,60,90,0.0,0.01,1.83,0,0,1,2.3,21,True,2
367,Altay Bayindir,GK,3,0,45,0,0.0,0.0,0.0,0,0,0,0.0,27,True,5
480,Rodrigo Bentancur,MID,3,0,50,8,0.0,0.02,0.0,0,0,0,0.1,28,False,4
82,Dominic Solanke-Mitchell,FWD,3,0,75,0,0.0,0.0,0.0,0,0,0,0.0,28,False,4
194,Chris Richards,DEF,3,2,45,90,0.0,0.0,2.27,0,0,1,1.7,23,False,4
533,Rayan Aït-Nouri,DEF,3,1,45,59,0.34,0.02,0.36,0,0,1,5.7,29,False,2
295,James Justin,DEF,3,1,45,90,0.08,0.01,1.55,0,0,2,1.5,26,True,3
389,Joshua Zirkzee,FWD,3,1,71,85,0.88,0.02,1.3,0,0,3,4.4,27,True,5
13,Martin Ødegaard,MID,3,2,84,73,0.18,0.08,1.18,0,0,1,5.2,21,True,2
158,Cesare Casadei,MID,3,0,45,0,0.0,0.0,0.0,0,0,0,0.0,23,True,2
569,Jaden Philogene,MID,3,0,54,0,0.0,0.0,0.0,0,0,0,0.0,26,False,2
557,Mario Lemina,MID,3,5,50,90,0.0,0.01,1.04,0,1,1,5.5,29,False,2
216,Adam Wharton,MID,3,2,50,90,0.02,0.04,2.27,0,0,1,4.6,23,False,4
80,Luis Sinisterra,MID,3,11,50,25,0.37,0.24,0.26,1,1,0,10.5,24,False,2
228,Michael Keane,DEF,3,6,40,90,0.23,0.0,2.22,1,0,3,6.7,24,True,2
438,Omar Richards,DEF,3,0,45,0,0.0,0.0,0.0,0,0,0,0.0,29,True,2
26,Álex Moreno Lopera,DEF,3,0,44,0,0.0,0.0,0.0,0,0,0,0.0,29,True,2
298,Stephy Mavididi,MID,3,1,54,23,0.0,0.56,0.09,0,0,0,1.1,26,True,3
398,Anthony Gordon,MID,3,2,75,90,0.0,0.31,1.26,0,0,1,5.8,28,True,4
35,Diego Carlos Santos Silva,DEF,3,0,45,0,0.0,0.0,0.0,0,0,0,0.0,26,False,2
384,Facundo Pellistri Rebollo,MID,3,0,50,0,0.0,0.0,0.0,0,0,0,0.0,27,True,5
311,Trent Alexander-Arnold,DEF,3,6,70,75,0.0,0.01,0.83,0,0,0,1.4,27,False,3
604,Josh King,MID,3,0,45,0,0.0,0.0,0.0,0,0,0,0.0,25,False,2
629,Matt O'Riley,MID,3,0,55,0,0.0,0.0,0.0,0,0,0,0.0,21,False,5
297,Wanya Marçal-Madivádua,MID,3,0,45,0,0.0,0.0,0.0,0,0,0,0.0,26,True,3
408,Jamal Lewis,DEF,3,0,40,0,0.0,0.0,0.0,0,0,0,0.0,28,True,4
566,Jørgen Strand Larsen,FWD,3,2,55,85,0.0,0.04,0.89,0,0,1,1.7,29,False,2
224,Jack Harrison,MID,3,2,55,90,0.11,0.16,2.22,0,0,3,9.7,24,True,2
578,Riccardo Calafiori,DEF,3,1,59,31,0.0,0.0,0.89,0,0,0,0.2,21,True,2
540,Luke Cundle,MID,3,0,45,0,0.0,0.0,0.0,0,0,0,0.0,29,False,2
455,Jan Bednarek,DEF,3,1,40,90,0.0,0.02,2.78,0,0,3,2.9,22,False,3
383,André Onana,GK,3,1,50,90,0.0,0.0,1.73,0,0,3,0.6,27,True,5
198,Odsonne Edouard,FWD,3,0,54,0,0.0,0.0,0.0,0,0,0,0.0,26,True,3
165,Deivid Washington de Souza Eugênio,FWD,3,0,50,0,0.0,0.0,0.0,0,0,0,0.0,23,True,2
439,Lewis O'Brien,MID,3,0,50,0,0.0,0.0,0.0,0,0,0,0.0,29,True,2
17,Bukayo Saka,MID,3,6,101,90,0.95,0.2,1.83,0,1,1,14.4,21,True,2
435,Alex Mighten,MID,3,0,45,0,0.0,0.0,0.0,0,0,0,0.0,29,True,2
504,Djed Spence,DEF,3,0,45,0,0.0,0.0,0.0,0,0,0,0.0,28,False,4
287,Hamza Choudhury,MID,3,0,45,0,0.0,0.0,0.0,0,0,0,0.0,26,True,3
189,Wesley Fofana,DEF,3,1,45,90,0.0,0.02,0.44,0,0,1,5.0,23,True,2
36,Lucas Digne,DEF,3,7,45,90,0.0,0.1,0.45,0,1,1,5.6,26,False,2
452,Joe Aribo,MID,3,2,50,81,0.48,0.02,2.59,0,0,3,3.0,22,False,3
1,Fábio Ferreira Vieira,MID,3,0,54,0,0.0,0.0,0.0,0,0,0,0.0,21,True,2
508,Guglielmo Vicario,GK,3,1,50,90,0.0,0.0,1.57,0,0,2,1.0,28,False,4
546,Nathan Fraser,FWD,3,0,45,0,0.0,0.0,0.0,0,0,0,0.0,29,False,2
283,Christian Walton,GK,3,0,45,0,0.0,0.0,0.0,0,0,0,0.0,25,True,2
593,Matthijs de Ligt,DEF,3,0,50,68,0.0,0.0,1.3,0,0,3,0.7,27,True,5
126,Jack Hinshelwood,MID,3,2,50,90,0.2,0.14,2.08,0,0,1,5.6,21,False,5
78,Antoine Semenyo,MID,3,6,55,90,0.5,0.03,1.97,1,0,2,11.5,24,False,2
599,Will Dennis,GK,3,0,40,0,0.0,0.0,0.0,0,0,0,0.0,24,False,2
274,Omari Giraud-Hutchinson,MID,3,2,55,90,0.05,0.02,0.95,0,0,1,3.5,25,True,2
500,Dane Scarlett,FWD,3,0,45,0,0.0,0.0,0.0,0,0,0,0.0,28,False,4
466,Joe Lumley,GK,3,0,40,0,0.0,0.0,0.0,0,0,0,0.0,22,False,3
230,Dwight McNeil,MID,3,6,54,90,0.06,0.75,2.22,0,1,3,13.7,24,True,2
96,Kim Ji-soo,DEF,3,0,40,0,0.0,0.0,0.0,0,0,0,0.0,22,True,2
644,Franco Umeh-Chibueze,MID,3,0,45,0,0.0,0.0,0.0,0,0,0,0.0,23,False,4
576,Andy Irving,MID,3,0,49,0,0.0,0.0,0.0,0,0,0,0.0,30,True,5
5,Karl Hein,GK,3,0,40,0,0.0,0.0,0.0,0,0,0,0.0,21,True,2
196,Nathaniel Clyne,DEF,3,2,44,90,0.0,0.0,2.27,0,0,1,1.5,23,False,4
249,Saša Lukić,MID,3,1,50,86,0.0,0.02,0.36,0,0,1,1.5,25,False,2
345,Kevin De Bruyne,MID,3,1,96,87,0.27,0.64,0.64,0,0,1,15.7,30,False,2
73,Norberto Murara Neto,GK,3,0,45,0,0.0,0.0,0.0,0,0,0,0.0,21,True,2
379,Tyrell Malacia,DEF,3,0,44,0,0.0,0.0,0.0,0,0,0,0.0,27,True,5
527,Lucas Tolentino Coelho de Lima,MID,3,2,60,90,0.0,0.07,3.0,0,0,3,1.7,30,True,5
120,Lewis Dunk,DEF,3,2,45,90,0.0,0.23,2.08,0,0,1,7.2,21,False,5
225,Mason Holgate,DEF,3,0,40,0,0.0,0.0,0.0,0,0,0,0.0,24,True,2
532,Kurt Zouma,DEF,3,0,44,0,0.0,0.0,0.0,0,0,0,0.0,30,True,5
468,Sékou Mara,FWD,3,0,50,0,0.0,0.0,0.0,0,0,0,0.0,22,False,3
365,Antony Matheus dos Santos,MID,3,0,59,0,0.0,0.0,0.0,0,0,0,0.0,27,True,5
630,Dara O'Shea,DEF,3,0,40,0,0.0,0.0,0.0,0,0,0,0.0,25,True,2
359,Kalvin Phillips,MID,3,2,50,69,0.0,0.01,0.87,0,0,1,0.9,25,True,2
326,Ibrahima Konaté,DEF,3,6,50,90,0.04,0.0,1.36,0,0,0,1.8,27,False,3
195,Chadi Riad Dnanou,DEF,3,0,45,0,0.0,0.0,0.0,0,0,0,0.0,23,False,4
276,Freddie Ladapo,FWD,3,0,45,0,0.0,0.0,0.0,0,0,0,0.0,25,True,2
162,Levi Colwill,DEF,3,2,45,90,0.18,0.01,0.44,0,0,1,4.7,23,True,2
413,Nick Pope,GK,3,4,50,90,0.0,0.0,1.26,0,0,1,3.5,28,True,4
7,Jorge Luiz Frello Filho,MID,3,0,49,0,0.0,0.0,0.0,0,0,0,0.0,21,True,2
641,Oliwier Zych,GK,3,0,40,0,0.0,0.0,0.0,0,0,0,0.0,26,False,2
284,Luke Woolfenden,DEF,3,2,40,90,0.03,0.0,0.95,0,0,1,2.4,25,True,2
521,Łukasz Fabiański,GK,3,1,40,45,0.0,0.0,1.29,0,0,1,1.6,30,True,5
222,Idrissa Gueye,MID,3,2,50,90,0.18,0.06,2.22,0,0,3,4.0,24,True,2
322,Joe Gomez,DEF,3,0,49,0,0.0,0.0,0.0,0,0,0,0.0,27,False,3
220,Dominic Calvert-Lewin,FWD,3,12,59,87,0.31,0.4,1.0,1,1,1,10.3,24,True,2
558,Yerson Mosquera,DEF,3,2,40,90,0.0,0.0,1.04,0,0,1,2.4,29,False,2
640,Sil Swinkels,DEF,3,0,40,0,0.0,0.0,0.0,0,0,0,0.0,26,False,2
337,Konstantinos Tsimikas,DEF,3,1,48,7,0.0,0.0,0.02,0,0,0,0.3,27,False,3
101,Christian Nørgaard,MID,3,2,50,90,0.27,0.01,1.57,0,0,1,4.1,22,True,2
47,Emiliano Martínez Romero,GK,3,2,50,90,0.0,0.0,0.45,0,0,1,1.6,26,False,2
16,Declan Rice,MID,3,-2,64,48,0.03,0.03,0.08,0,0,1,0.1,21,True,2
492,Dejan Kulusevski,MID,3,2,64,90,0.08,0.11,1.57,0,0,2,8.1,28,False,4
125,Pascal Groß,MID,3,0,65,0,0.0,0.0,0.0,0,0,0,0.0,21,False,5
3,Gabriel dos Santos Magalhães,DEF,3,2,60,90,0.12,0.01,1.83,0,0,1,5.1,21,True,2
321,Cody Gakpo,FWD,3,1,73,24,0.34,0.0,0.87,0,0,0,1.2,27,False,3
638,Salah-Eddine Oulad M'hand,MID,3,0,45,0,0.0,0.0,0.0,0,0,0,0.0,21,True,2
525,Mohammed Kudus,MID,3,2,64,90,0.11,0.03,3.0,0,0,3,3.0,30,True,5
114,Benicio Baker-Boaitey,MID,3,0,45,0,0.0,0.0,0.0,0,0,0,0.0,21,False,5
94,Vitaly Janelt,MID,3,3,50,74,0.0,0.11,1.04,0,0,0,2.5,22,True,2
239,Adama Traoré,MID,3,9,50,90,0.15,0.25,0.45,1,0,1,8.8,25,False,2
619,Jens Cajuste,MID,3,1,45,20,0.0,0.0,0.07,0,0,0,1.7,25,True,2
639,Tommy Setford,GK,3,0,45,0,0.0,0.0,0.0,0,0,0,0.0,21,True,2
329,Alexis Mac Allister,MID,3,3,64,90,0.0,0.04,1.36,0,0,0,3.3,27,False,3
320,Endo Wataru,MID,3,0,49,0,0.0,0.0,0.0,0,0,0,0.0,27,False,3
